section,category,metric,type,date,value
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,American Indian or Alaskan Native - Non Hispanic,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,American Indian or Alaskan Native - Non Hispanic,NA,5.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,American Indian or Alaskan Native - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,American Indian or Alaskan Native - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Asian - Non Hispanic,NA,3.4000000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Asian - Non Hispanic,NA,5
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Asian - Non Hispanic,NA,3.4000000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Asian - Non Hispanic,NA,3
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Asian - Non Hispanic,NA,3.8
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Asian - Non Hispanic,NA,2.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Asian - Non Hispanic,NA,2.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Asian - Non Hispanic,NA,1.7000000000000002
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Asian - Non Hispanic,NA,0.8999999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Asian - Non Hispanic,NA,0.5
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Asian - Non Hispanic,NA,0.7000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Asian - Non Hispanic,NA,0.7000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Asian - Non Hispanic,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Asian - Non Hispanic,NA,0.5
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Asian - Non Hispanic,NA,0.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Asian - Non Hispanic,NA,1.3
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Asian - Non Hispanic,NA,0.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Black or African American - Non Hispanic,NA,2.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Black or African American - Non Hispanic,NA,7.000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Black or African American - Non Hispanic,NA,0.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Black or African American - Non Hispanic,NA,6
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Black or African American - Non Hispanic,NA,1.0999999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Black or African American - Non Hispanic,NA,3.5999999999999996
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Black or African American - Non Hispanic,NA,0.7000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Black or African American - Non Hispanic,NA,0.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Black or African American - Non Hispanic,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Black or African American - Non Hispanic,NA,0.7000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Black or African American - Non Hispanic,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Black or African American - Non Hispanic,NA,1.0999999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Black or African American - Non Hispanic,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Black or African American - Non Hispanic,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Black or African American - Non Hispanic,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Black or African American - Non Hispanic,NA,0.8
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Black or African American - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,"Hispanic, All Races",NA,16.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,"Hispanic, All Races",NA,7.000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,"Hispanic, All Races",NA,5
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,"Hispanic, All Races",NA,11.799999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,"Hispanic, All Races",NA,3.2
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,"Hispanic, All Races",NA,6.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,"Hispanic, All Races",NA,5.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,"Hispanic, All Races",NA,4.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,"Hispanic, All Races",NA,5.2
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,"Hispanic, All Races",NA,9.8
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,"Hispanic, All Races",NA,6
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,"Hispanic, All Races",NA,23.400000000000002
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,"Hispanic, All Races",NA,12.2
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,"Hispanic, All Races",NA,14.399999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,"Hispanic, All Races",NA,4.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,"Hispanic, All Races",NA,13.100000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,"Hispanic, All Races",NA,5.800000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Multi Race - Non Hispanic,NA,2.9000000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Multi Race - Non Hispanic,NA,3.4000000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Multi Race - Non Hispanic,NA,1.7000000000000002
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Multi Race - Non Hispanic,NA,3.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Multi Race - Non Hispanic,NA,1.7999999999999998
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Multi Race - Non Hispanic,NA,1.7000000000000002
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Multi Race - Non Hispanic,NA,2
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Multi Race - Non Hispanic,NA,1.4000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Multi Race - Non Hispanic,NA,0.8
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Multi Race - Non Hispanic,NA,1
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Multi Race - Non Hispanic,NA,0.8999999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Multi Race - Non Hispanic,NA,1
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Multi Race - Non Hispanic,NA,0.8
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Multi Race - Non Hispanic,NA,0.7000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Multi Race - Non Hispanic,NA,1.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Multi Race - Non Hispanic,NA,1.5
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Multi Race - Non Hispanic,NA,0.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Other,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Other,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Other,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Other,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Other,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Other,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Other,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Other,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Other,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Other,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Other,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Other,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Other,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Other,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Other,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Other,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Other,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Unknown,NA,13.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Unknown,NA,10.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Unknown,NA,10
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Unknown,NA,11.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Unknown,NA,8.9
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Unknown,NA,9.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Unknown,NA,10.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Unknown,NA,4.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Unknown,NA,15.8
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Unknown,NA,8.799999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Unknown,NA,20.9
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Unknown,NA,13.900000000000002
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Unknown,NA,19.2
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Unknown,NA,16.8
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Unknown,NA,13.100000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Unknown,NA,8.1
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Unknown,NA,19.400000000000002
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,White - Non Hispanic,NA,60.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,White - Non Hispanic,NA,66.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,White - Non Hispanic,NA,78.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,White - Non Hispanic,NA,63.800000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,White - Non Hispanic,NA,80.80000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,White - Non Hispanic,NA,75.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,White - Non Hispanic,NA,78.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,White - Non Hispanic,NA,87.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,White - Non Hispanic,NA,76.6
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,White - Non Hispanic,NA,79
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,White - Non Hispanic,NA,70.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,White - Non Hispanic,NA,59
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,White - Non Hispanic,NA,66.5
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,White - Non Hispanic,NA,66.5
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,White - Non Hispanic,NA,74.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,White - Non Hispanic,NA,74.8
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,White - Non Hispanic,NA,72.89999999999999
County-level Data,Doses Distributed,Adams County,Count,NA,353310
County-level Data,Doses Distributed,Elbert County,Count,NA,1500
County-level Data,Doses Distributed,San Juan County,Count,NA,1100
County-level Data,Doses Distributed,Pueblo County,Count,NA,84805
County-level Data,Doses Distributed,Montrose County,Count,NA,23770
County-level Data,Doses Distributed,Washington County,Count,NA,800
County-level Data,Doses Distributed,Bent County,Count,NA,1800
County-level Data,Doses Distributed,Boulder County,Count,NA,166980
County-level Data,Doses Distributed,Moffat County,Count,NA,7100
County-level Data,Doses Distributed,Arapahoe County,Count,NA,178710
County-level Data,Doses Distributed,Huerfano County,Count,NA,5270
County-level Data,Doses Distributed,Morgan County,Count,NA,9400
County-level Data,Doses Distributed,Denver County,Count,NA,452640
County-level Data,Doses Distributed,Cheyenne County,Count,NA,1000
County-level Data,Doses Distributed,Park County,Count,NA,2700
County-level Data,Doses Distributed,Saguache County,Count,NA,3600
County-level Data,Doses Distributed,Prowers County,Count,NA,4500
County-level Data,Doses Distributed,La Plata County,Count,NA,45505
County-level Data,Doses Distributed,Clear Creek County,Count,NA,6300
County-level Data,Doses Distributed,Larimer County,Count,NA,170935
County-level Data,Doses Distributed,Baca County,Count,NA,2000
County-level Data,Doses Distributed,Chaffee County,Count,NA,22180
County-level Data,Doses Distributed,Lincoln County,Count,NA,3700
County-level Data,Doses Distributed,Dolores County,Count,NA,700
County-level Data,Doses Distributed,Routt County,Count,NA,14365
County-level Data,Doses Distributed,Rio Blanco County,Count,NA,3200
County-level Data,Doses Distributed,Montezuma County,Count,NA,18075
County-level Data,Doses Distributed,Yuma County,Count,NA,4600
County-level Data,Doses Distributed,Grand County,Count,NA,9000
County-level Data,Doses Distributed,Conejos County,Count,NA,3600
County-level Data,Doses Distributed,Broomfield County,Count,NA,26515
County-level Data,Doses Distributed,Rio Grande County,Count,NA,5300
County-level Data,Doses Distributed,NA County,Count,NA,100
County-level Data,Doses Distributed,Custer County,Count,NA,2800
County-level Data,Doses Distributed,Statewide County,Count,NA,186350
County-level Data,Doses Distributed,San Miguel County,Count,NA,7800
County-level Data,Doses Distributed,Alamosa County,Count,NA,12750
County-level Data,Doses Distributed,Phillips County,Count,NA,3200
County-level Data,Doses Distributed,Mesa County,Count,NA,74750
County-level Data,Doses Distributed,Kiowa County,Count,NA,1300
County-level Data,Doses Distributed,Teller County,Count,NA,11220
County-level Data,Doses Distributed,Gilpin County,Count,NA,2700
County-level Data,Doses Distributed,Jefferson County,Count,NA,234855
County-level Data,Doses Distributed,Douglas County,Count,NA,143670
County-level Data,Doses Distributed,Sedgwick County,Count,NA,2200
County-level Data,Doses Distributed,Summit County,Count,NA,23110
County-level Data,Doses Distributed,Hinsdale County,Count,NA,800
County-level Data,Doses Distributed,Ouray County,Count,NA,3400
County-level Data,Doses Distributed,Pitkin County,Count,NA,16710
County-level Data,Doses Distributed,Las Animas County,Count,NA,12510
County-level Data,Doses Distributed,Archuleta County,Count,NA,1800
County-level Data,Doses Distributed,Gunnison County,Count,NA,14805
County-level Data,Doses Distributed,Fremont County,Count,NA,17840
County-level Data,Doses Distributed,Delta County,Count,NA,16415
County-level Data,Doses Distributed,Otero County,Count,NA,10145
County-level Data,Doses Distributed,Eagle County,Count,NA,42020
County-level Data,Doses Distributed,Weld County,Count,NA,114565
County-level Data,Doses Distributed,Logan County,Count,NA,7875
County-level Data,Doses Distributed,El Paso County,Count,NA,354670
County-level Data,Doses Distributed,Kit Carson County,Count,NA,3200
County-level Data,Doses Distributed,Mineral County,Count,NA,900
County-level Data,Doses Distributed,Crowley County,Count,NA,1200
County-level Data,Doses Distributed,Garfield County,Count,NA,36155
County-level Data,Doses Distributed,Lake County,Count,NA,5500
County-level Data,Doses Distributed,Costilla County,Count,NA,2700
County-level Data,Doses Distributed,Jackson County,Count,NA,800
County-level Data,"Doses Distributed per 100,000 People",Adams County,"Rate per 100,000",NA,68222
County-level Data,"Doses Distributed per 100,000 People",Elbert County,"Rate per 100,000",NA,5621
County-level Data,"Doses Distributed per 100,000 People",San Juan County,"Rate per 100,000",NA,151515
County-level Data,"Doses Distributed per 100,000 People",Pueblo County,"Rate per 100,000",NA,50446
County-level Data,"Doses Distributed per 100,000 People",Montrose County,"Rate per 100,000",NA,55583
County-level Data,"Doses Distributed per 100,000 People",Washington County,"Rate per 100,000",NA,16871
County-level Data,"Doses Distributed per 100,000 People",Bent County,"Rate per 100,000",NA,31045
County-level Data,"Doses Distributed per 100,000 People",Boulder County,"Rate per 100,000",NA,51039
County-level Data,"Doses Distributed per 100,000 People",Moffat County,"Rate per 100,000",NA,53577
County-level Data,"Doses Distributed per 100,000 People",Arapahoe County,"Rate per 100,000",NA,27208
County-level Data,"Doses Distributed per 100,000 People",Huerfano County,"Rate per 100,000",NA,76889
County-level Data,"Doses Distributed per 100,000 People",Morgan County,"Rate per 100,000",NA,32432
County-level Data,"Doses Distributed per 100,000 People",Denver County,"Rate per 100,000",NA,62070
County-level Data,"Doses Distributed per 100,000 People",Cheyenne County,"Rate per 100,000",NA,54795
County-level Data,"Doses Distributed per 100,000 People",Park County,"Rate per 100,000",NA,14328
County-level Data,"Doses Distributed per 100,000 People",Saguache County,"Rate per 100,000",NA,52755
County-level Data,"Doses Distributed per 100,000 People",Prowers County,"Rate per 100,000",NA,37123
County-level Data,"Doses Distributed per 100,000 People",La Plata County,"Rate per 100,000",NA,80866
County-level Data,"Doses Distributed per 100,000 People",Clear Creek County,"Rate per 100,000",NA,64682
County-level Data,"Doses Distributed per 100,000 People",Larimer County,"Rate per 100,000",NA,47889
County-level Data,"Doses Distributed per 100,000 People",Baca County,"Rate per 100,000",NA,56243
County-level Data,"Doses Distributed per 100,000 People",Chaffee County,"Rate per 100,000",NA,108934
County-level Data,"Doses Distributed per 100,000 People",Lincoln County,"Rate per 100,000",NA,65004
County-level Data,"Doses Distributed per 100,000 People",Dolores County,"Rate per 100,000",NA,34364
County-level Data,"Doses Distributed per 100,000 People",Routt County,"Rate per 100,000",NA,56000
County-level Data,"Doses Distributed per 100,000 People",Rio Blanco County,"Rate per 100,000",NA,50737
County-level Data,"Doses Distributed per 100,000 People",Montezuma County,"Rate per 100,000",NA,69094
County-level Data,"Doses Distributed per 100,000 People",Yuma County,"Rate per 100,000",NA,45712
County-level Data,"Doses Distributed per 100,000 People",Grand County,"Rate per 100,000",NA,57259
County-level Data,"Doses Distributed per 100,000 People",Conejos County,"Rate per 100,000",NA,44112
County-level Data,"Doses Distributed per 100,000 People",Broomfield County,"Rate per 100,000",NA,37471
County-level Data,"Doses Distributed per 100,000 People",Rio Grande County,"Rate per 100,000",NA,47161
County-level Data,"Doses Distributed per 100,000 People",NA County,"Rate per 100,000",NA,NA
County-level Data,"Doses Distributed per 100,000 People",Custer County,"Rate per 100,000",NA,55347
County-level Data,"Doses Distributed per 100,000 People",Statewide County,"Rate per 100,000",NA,NA
County-level Data,"Doses Distributed per 100,000 People",San Miguel County,"Rate per 100,000",NA,95425
County-level Data,"Doses Distributed per 100,000 People",Alamosa County,"Rate per 100,000",NA,78796
County-level Data,"Doses Distributed per 100,000 People",Phillips County,"Rate per 100,000",NA,74801
County-level Data,"Doses Distributed per 100,000 People",Mesa County,"Rate per 100,000",NA,48247
County-level Data,"Doses Distributed per 100,000 People",Kiowa County,"Rate per 100,000",NA,93190
County-level Data,"Doses Distributed per 100,000 People",Teller County,"Rate per 100,000",NA,44252
County-level Data,"Doses Distributed per 100,000 People",Gilpin County,"Rate per 100,000",NA,43443
County-level Data,"Doses Distributed per 100,000 People",Jefferson County,"Rate per 100,000",NA,40278
County-level Data,"Doses Distributed per 100,000 People",Douglas County,"Rate per 100,000",NA,40870
County-level Data,"Doses Distributed per 100,000 People",Sedgwick County,"Rate per 100,000",NA,98699
County-level Data,"Doses Distributed per 100,000 People",Summit County,"Rate per 100,000",NA,74589
County-level Data,"Doses Distributed per 100,000 People",Hinsdale County,"Rate per 100,000",NA,97680
County-level Data,"Doses Distributed per 100,000 People",Ouray County,"Rate per 100,000",NA,68910
County-level Data,"Doses Distributed per 100,000 People",Pitkin County,"Rate per 100,000",NA,94109
County-level Data,"Doses Distributed per 100,000 People",Las Animas County,"Rate per 100,000",NA,86318
County-level Data,"Doses Distributed per 100,000 People",Archuleta County,"Rate per 100,000",NA,12855
County-level Data,"Doses Distributed per 100,000 People",Gunnison County,"Rate per 100,000",NA,84624
County-level Data,"Doses Distributed per 100,000 People",Fremont County,"Rate per 100,000",NA,37444
County-level Data,"Doses Distributed per 100,000 People",Delta County,"Rate per 100,000",NA,52658
County-level Data,"Doses Distributed per 100,000 People",Otero County,"Rate per 100,000",NA,55495
County-level Data,"Doses Distributed per 100,000 People",Eagle County,"Rate per 100,000",NA,76303
County-level Data,"Doses Distributed per 100,000 People",Weld County,"Rate per 100,000",NA,35385
County-level Data,"Doses Distributed per 100,000 People",Logan County,"Rate per 100,000",NA,35936
County-level Data,"Doses Distributed per 100,000 People",El Paso County,"Rate per 100,000",NA,49090
County-level Data,"Doses Distributed per 100,000 People",Kit Carson County,"Rate per 100,000",NA,44893
County-level Data,"Doses Distributed per 100,000 People",Mineral County,"Rate per 100,000",NA,117801
County-level Data,"Doses Distributed per 100,000 People",Crowley County,"Rate per 100,000",NA,19894
County-level Data,"Doses Distributed per 100,000 People",Garfield County,"Rate per 100,000",NA,60090
County-level Data,"Doses Distributed per 100,000 People",Lake County,"Rate per 100,000",NA,68061
County-level Data,"Doses Distributed per 100,000 People",Costilla County,"Rate per 100,000",NA,69731
County-level Data,"Doses Distributed per 100,000 People",Jackson County,"Rate per 100,000",NA,57845
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Adams County,Difference of percentage points,NA,2.77
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Alamosa County,Difference of percentage points,NA,0.14
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Arapahoe County,Difference of percentage points,NA,-5.45
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Archuleta County,Difference of percentage points,NA,-0.18
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Baca County,Difference of percentage points,NA,0
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Bent County,Difference of percentage points,NA,-0.04
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Boulder County,Difference of percentage points,NA,-0.12
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Broomfield County,Difference of percentage points,NA,-0.35
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Chaffee County,Difference of percentage points,NA,0.38
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Cheyenne County,Difference of percentage points,NA,0
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Clear Creek County,Difference of percentage points,NA,0.04
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Conejos County,Difference of percentage points,NA,-0.02
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Costilla County,Difference of percentage points,NA,0.02
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Crowley County,Difference of percentage points,NA,-0.06
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Custer County,Difference of percentage points,NA,0.01
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Delta County,Difference of percentage points,NA,0.01
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Denver County,Difference of percentage points,NA,2.41
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Dolores County,Difference of percentage points,NA,-0.01
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Douglas County,Difference of percentage points,NA,-1.32
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Eagle County,Difference of percentage points,NA,0.44
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,El Paso County,Difference of percentage points,NA,-0.74
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Elbert County,Difference of percentage points,NA,-0.41
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Fremont County,Difference of percentage points,NA,-0.23
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Garfield County,Difference of percentage points,NA,0.16
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Gilpin County,Difference of percentage points,NA,-0.02
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Grand County,Difference of percentage points,NA,0.03
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Gunnison County,Difference of percentage points,NA,0.19
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Hinsdale County,Difference of percentage points,NA,0.01
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Huerfano County,Difference of percentage points,NA,0.06
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Jackson County,Difference of percentage points,NA,0
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Jefferson County,Difference of percentage points,NA,-2.3
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Kiowa County,Difference of percentage points,NA,0.02
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Kit Carson County,Difference of percentage points,NA,-0.02
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,La Plata County,Difference of percentage points,NA,0.54
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Lake County,Difference of percentage points,NA,0.04
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Larimer County,Difference of percentage points,NA,-0.51
